7:
 num     #instances         #bytes  class name (module)
 542:            44           1056  sun.reflect.generics.tree.Wildcard (java.base@21.0.12)
 543:            11           1056  sun.util.calendar.Gregorian$Date (java.base@21.0.12)
 544:             1           1040  [Ljava.lang.Byte; (java.base@21.0.12)
 545:             1           1040  [Ljava.lang.Integer; (java.base@21.0.12)
 546:             1           1040  [Ljava.lang.Short; (java.base@21.0.12)
 547:            43           1032  org.h2.index.IndexType
 548:            64           1024  java.security.SecureClassLoader$CodeSourceKey (java.base@21.0.12)
 549:            16           1024  org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor
 550:            14           1008  com.fasterxml.jackson.databind.introspect.AnnotatedClass
 551:            25           1000  org.antlr.v4.runtime.atn.OrderedATNConfigSet
 552:            31            992  com.fasterxml.jackson.databind.DeserializationFeature
 553:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@21.0.12)
 554:            62            992  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser (java.base@21.0.12)
 555:            41            984  com.fasterxml.jackson.databind.type.TypeBindings$AsKey
 556:            41            984  java.util.AbstractMap$SimpleImmutableEntry (java.base@21.0.12)
 557:            41            984  java.util.regex.Pattern$Start (java.base@21.0.12)
 558:            61            976  java.util.regex.Pattern$BranchConn (java.base@21.0.12)
 559:            40            960  java.net.URLClassLoader$3 (java.base@21.0.12)
 560:            60            960  java.util.concurrent.atomic.AtomicLongArray (java.base@21.0.12)
 561:            60            960  java.util.concurrent.atomic.AtomicReferenceArray (java.base@21.0.12)
 562:            60            960  jdk.proxy2.$Proxy36 (jdk.proxy2)
 563:            30            960  org.h2.message.Trace
 564:            20            960  org.h2.mvstore.Cursor
 565:             6            960  org.hibernate.mapping.BasicValue
 566:            24            960  org.hibernate.sql.ast.tree.expression.ColumnReference
 567:            17            952  org.springframework.data.util.ClassTypeInformation
 568:            59            944  jdk.jfr.internal.periodic.LookupKey (jdk.jfr@21.0.12)
 569:            29            928  java.util.Locale (java.base@21.0.12)
 570:            29            928  jdk.jfr.internal.event.EventConfiguration (jdk.jfr@21.0.12)
 571:            29            928  org.springframework.util.ConcurrentLruCache$Node
 572:            23            920  java.lang.reflect.AccessFlag (java.base@21.0.12)
 573:            23            920  net.bytebuddy.utility.JavaType
 574:            28            896  com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket
 575:            28            896  com.fasterxml.jackson.databind.util.TypeKey
 576:            28            896  java.lang.ClassValue$Entry (java.base@21.0.12)
 577:             3            888  [Lorg.springframework.http.HttpStatus;
 578:            55            880  java.util.regex.Pattern$$Lambda/0x800000030 (java.base@21.0.12)
 579:             8            872  [D (java.base@21.0.12)
 580:            27            864  com.fasterxml.jackson.databind.SerializationFeature
 581:            36            864  org.springframework.boot.web.server.MimeMappings$Mapping
 582:            20            832  [Ljava.lang.invoke.MethodType; (java.base@21.0.12)
 583:            26            832  java.util.regex.Pattern$Curly (java.base@21.0.12)
 584:            26            832  net.bytebuddy.description.type.TypeDescription$Generic$LazyProjection$OfMethodParameter
 585:            52            832  org.hibernate.validator.internal.util.logging.Log_$logger
 586:            13            832  org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService (java.xml.crypto@21.0.12)
 587:            17            816  java.util.TreeMap (java.base@21.0.12)
 588:            34            816  java.util.regex.Pattern$Ques (java.base@21.0.12)
 589:            34            816  org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter
 590:             6            816  org.springframework.data.jpa.mapping.JpaPersistentPropertyImpl
 591:            20            800  [Lorg.h2.command.dml.SetClauseList$UpdateAction;
 592:            50            800  org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer
 593:            50            800  org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer
 594:            50            800  org.apache.coyote.http11.filters.VoidInputFilter
 595:            50            800  org.apache.coyote.http11.filters.VoidOutputFilter
 596:            50            800  org.apache.tomcat.util.buf.UDecoder
 597:            20            800  org.h2.util.CloseWatcher
 598:            25            800  org.hibernate.validator.internal.properties.javabean.JavaBeanMethod
 599:            11            792  com.fasterxml.jackson.databind.cfg.BaseSettings
 600:            33            792  java.time.Duration (java.base@21.0.12)
 601:            49            784  jdk.proxy1.$Proxy5 (jdk.proxy1)
 602:            24            768  [Ljava.io.ObjectStreamField; (java.base@21.0.12)
 603:            12            768  java.lang.ClassValue$ClassValueMap (java.base@21.0.12)
 604:            32            768  java.time.Instant (java.base@21.0.12)
 605:            32            768  java.util.regex.Pattern$SliceI (java.base@21.0.12)
 606:            48            768  jdk.proxy2.$Proxy41 (jdk.proxy2)
 607:            32            768  net.bytebuddy.description.type.TypeDescription$Generic$OfNonGenericType$ForLoadedType
 608:            32            768  org.springframework.beans.factory.config.ConstructorArgumentValues
 609:            48            768  org.springframework.core.convert.support.ObjectToStringConverter
 610:            32            768  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl (java.base@21.0.12)
 611:            19            760  java.lang.WeakPairMap$Pair$Weak (java.base@21.0.12)
 612:            19            760  java.util.IdentityHashMap (java.base@21.0.12)
 613:            19            760  org.h2.expression.ExpressionVisitor
 614:            31            744  java.security.Provider$EngineDescription (java.base@21.0.12)
 615:            31            744  java.util.regex.Pattern$$Lambda/0x800000031 (java.base@21.0.12)
 616:            23            736  java.util.LinkedHashMap$LinkedKeyIterator (java.base@21.0.12)
 617:            23            736  net.bytebuddy.utility.JavaType$LatentTypeWithSimpleName
 618:            23            736  org.yaml.snakeyaml.tokens.Token$ID
 619:            13            728  jdk.jfr.internal.event.EventWriter (jdk.jfr@21.0.12)
 620:            13            728  sun.util.calendar.ZoneInfo (java.base@21.0.12)
 621:             5            720  [Lcom.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 622:            15            720  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@21.0.12)
 623:            18            720  java.util.EnumMap (java.base@21.0.12)
 624:            18            720  net.bytebuddy.matcher.ModifierMatcher$Mode
 625:            30            720  net.bytebuddy.matcher.StringMatcher
 626:            30            720  org.apache.tomcat.util.res.StringManager
 627:             6            720  org.hibernate.boot.model.internal.BasicValueBinder
 628:            22            704  java.lang.reflect.ClassFileFormatVersion (java.base@21.0.12)
 629:            22            704  org.h2.value.ValueTimestampTimeZone
 630:            29            696  net.bytebuddy.implementation.bytecode.StackManipulation$Size
 631:            29            696  org.springframework.util.ConcurrentLruCache$CacheEntry
 632:            17            680  org.springframework.boot.logging.LoggingSystemProperty
 633:            18            672  [Lcom.fasterxml.jackson.databind.ser.BeanPropertyWriter;
 634:            21            672  com.fasterxml.jackson.core.JsonParser$Feature
 635:            12            672  java.lang.invoke.BoundMethodHandle$Species_LLLJ (java.base@21.0.12)
 636:            28            672  jdk.internal.org.objectweb.asm.commons.Method (java.base@21.0.12)
 637:            42            672  jdk.proxy2.$Proxy59 (jdk.proxy2)
 638:             6            672  org.hibernate.mapping.Column
 639:            41            656  java.util.HashMap$Values (java.base@21.0.12)
 640:            27            648  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21.0.12)
 641:            27            648  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet
 642:            11            640  [Ljava.util.Hashtable$Entry; (java.base@21.0.12)
 643:             8            640  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment;
 644:            10            640  java.text.DateFormatSymbols (java.base@21.0.12)
 645:            20            640  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.12)
 646:            20            640  org.h2.mvstore.tx.TransactionMap$CommittedIterator
 647:            20            640  org.h2.result.SortOrder
 648:            20            640  org.hibernate.boot.registry.classloading.internal.AggregatedServiceLoader$ClassPathAndModulePathAggregatedServiceLoader
 649:            16            640  org.springframework.beans.factory.support.DisposableBeanAdapter
 650:            40            640  org.springframework.boot.loader.net.protocol.jar.JarUrlClassLoader$OptimizedEnumeration
 651:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@21.0.12)
 652:            13            624  com.fasterxml.jackson.core.JsonToken
 653:            13            624  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@21.0.12)
 654:            26            624  java.security.spec.ECFieldF2m (java.base@21.0.12)
 655:            39            624  org.hibernate.event.service.internal.EventListenerGroupImpl$1
 656:            39            624  sun.nio.ch.FileChannelImpl$Closer (java.base@21.0.12)
 657:            19            608  java.lang.WeakPairMap$Pair$Weak$1 (java.base@21.0.12)
 658:            38            608  jdk.proxy1.$Proxy6 (jdk.proxy1)
 659:            38            608  jdk.proxy2.$Proxy96 (jdk.proxy2)
 660:            25            600  java.lang.ThreadLocal$ThreadLocalMap (java.base@21.0.12)
 661:            25            600  java.time.LocalTime (java.base@21.0.12)
 662:            25            600  java.util.BitSet (java.base@21.0.12)
 663:            25            600  org.hibernate.metamodel.mapping.SelectablePath
 664:            37            592  java.util.Optional (java.base@21.0.12)
 665:             4            576  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment;
 666:             9            576  java.text.SimpleDateFormat (java.base@21.0.12)
 667:            24            576  java.util.regex.Pattern$$Lambda/0x000000b001471d48 (java.base@21.0.12)
 668:            12            576  jdk.xml.internal.XMLSecurityManager$Limit (java.xml@21.0.12)
 669:            12            576  net.bytebuddy.jar.asm.ClassReader
 670:            24            576  org.h2.expression.ValueExpression
 671:            18            576  org.hibernate.engine.jdbc.mutation.internal.JdbcValueDescriptorImpl
 672:            18            576  org.springframework.format.datetime.standard.TemporalAccessorParser
 673:            12            576  org.springframework.web.util.pattern.PathPattern
 674:            10            560  com.fasterxml.jackson.databind.type.MapType
 675:             7            560  java.util.concurrent.TimeUnit (java.base@21.0.12)
 676:             2            560  java.util.concurrent.atomic.Striped64$Cell (java.base@21.0.12)
 677:            35            560  jdk.proxy1.$Proxy9 (jdk.proxy1)
 678:            35            560  jdk.proxy2.$Proxy76 (jdk.proxy2)
 679:             1            560  org.hibernate.persister.entity.SingleTableEntityPersister
 680:            14            560  org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder
 681:             5            560  org.springframework.context.annotation.ScannedGenericBeanDefinition
 682:            10            560  sun.invoke.util.Wrapper (java.base@21.0.12)
 683:            23            552  java.lang.RuntimePermission (java.base@21.0.12)
 684:             1            552  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext
 685:            23            552  org.springframework.util.ConcurrentReferenceHashMap$Entry
 686:            17            544  java.io.File (java.base@21.0.12)
 687:            17            544  java.lang.invoke.VarForm (java.base@21.0.12)
 688:            17            544  java.util.ImmutableCollections$MapN (java.base@21.0.12)
 689:            17            544  jdk.internal.org.objectweb.asm.Type (java.base@21.0.12)
 690:            17            544  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorDescriptor
 691:            17            544  org.springframework.boot.ansi.AnsiColor
 692:             1            528  [Ljava.lang.Character; (java.base@21.0.12)
 693:            22            528  com.fasterxml.jackson.databind.util.LRUMap
 694:            22            528  com.fasterxml.jackson.databind.util.internal.LinkedDeque
 695:            11            528  java.util.Hashtable (java.base@21.0.12)
 696:            11            528  org.antlr.v4.runtime.atn.PlusBlockStartState
 697:             6            528  org.h2.mvstore.tx.TransactionStore$TxMapBuilder$TMVMap
 698:             6            528  org.hibernate.boot.model.internal.AnnotatedColumn
 699:            22            528  org.hibernate.sql.ast.Clause
 700:            13            520  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@21.0.12)
 701:            13            520  java.lang.OutOfMemoryError (java.base@21.0.12)
 702:             5            520  org.hibernate.metamodel.mapping.internal.BasicAttributeMapping
 703:            13            520  org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor
 704:            13            520  org.hibernate.validator.internal.metadata.aggregated.PropertyMetaData
 705:            13            520  org.hibernate.validator.internal.properties.javabean.JavaBeanParameter
 706:            13            520  org.springframework.boot.jdbc.DatabaseDriver
 707:            13            520  org.springframework.core.io.ResourceEditor
 708:             8            512  com.sun.security.sasl.Provider$ProviderService (java.security.sasl@21.0.12)
 709:            16            512  java.time.temporal.ChronoUnit (java.base@21.0.12)
 710:            16            512  jdk.jfr.internal.LogTag (jdk.jfr@21.0.12)
 711:            16            512  org.hibernate.query.sqm.produce.function.internal.PatternRenderer
 712:            16            512  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider
 713:            16            512  org.springframework.util.MimeType
 714:            21            504  [Lorg.hibernate.query.sqm.produce.function.ArgumentsValidator;
 715:            21            504  org.hibernate.query.sqm.TemporalUnit
 716:             7            504  org.springframework.core.annotation.AnnotatedMethod$AnnotatedMethodParameter
 717:            15            488  [Lcom.fasterxml.jackson.databind.introspect.AnnotationMap;
 718:            19            488  [Lorg.hibernate.sql.ast.SqlAstNodeRenderingMode;
 719:             5            480  com.fasterxml.jackson.databind.DeserializationConfig
 720:            20            480  com.zaxxer.hikari.pool.HikariPool$KeepaliveTask
 721:            20            480  com.zaxxer.hikari.pool.HikariPool$MaxLifetimeTask
 722:            20            480  com.zaxxer.hikari.util.FastList
 723:            15            480  jakarta.websocket.CloseReason$CloseCodes
 724:            20            480  java.beans.MethodRef (java.desktop@21.0.12)
 725:            12            480  jdk.internal.ref.Cleaner (java.base@21.0.12)
 726:            15            480  jdk.jfr.internal.EventWriterMethod (jdk.jfr@21.0.12)
 727:            15            480  net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$OfMethod
 728:            30            480  net.bytebuddy.matcher.NameMatcher
 729:            10            480  org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker
 730:            20            480  org.h2.command.dml.SetClauseList
 731:            20            480  org.h2.command.query.QueryOrderBy
 732:            20            480  org.h2.expression.function.SysInfoFunction
 733:            20            480  org.h2.mvstore.db.MVPrimaryIndex$MVStoreCursor
 734:            20            480  org.hibernate.boot.registry.classloading.internal.AggregatedClassLoader$4
 735:            15            480  org.hibernate.validator.internal.metadata.core.MetaConstraint
 736:            10            480  org.hibernate.validator.internal.metadata.raw.ConstrainedParameter
 737:            15            480  org.hibernate.validator.internal.util.annotation.ConstraintAnnotationDescriptor
 738:            29            464  [Ljdk.jfr.SettingControl; (jdk.jfr@21.0.12)
 739:            11            464  [Lorg.hibernate.validator.internal.metadata.core.BuiltinConstraint;
 740:            29            464  jdk.proxy1.$Proxy1 (jdk.proxy1)
 741:            29            464  jdk.proxy1.$Proxy17 (jdk.proxy1)
 742:            29            464  jdk.proxy1.$Proxy27 (jdk.proxy1)
 743:            29            464  org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar
 744:            19            456  java.util.regex.Pattern$StartS (java.base@21.0.12)
 745:            19            456  org.h2.expression.function.CurrentGeneralValueSpecification
 746:            14            448  com.fasterxml.jackson.core.JsonGenerator$Feature
 747:             7            448  java.lang.Class$ReflectionData (java.base@21.0.12)
 748:            28            448  java.util.regex.CharPredicates$$Lambda/0x000000b001471858 (java.base@21.0.12)
 749:            14            448  org.springframework.boot.context.properties.source.ConfigurationProperty
 750:             8            448  org.springframework.transaction.interceptor.RuleBasedTransactionAttribute
 751:            14            448  sun.reflect.annotation.AnnotatedTypeFactory$AnnotatedTypeBaseImpl (java.base@21.0.12)
 752:             5            440  com.fasterxml.jackson.databind.SerializationConfig
 753:            11            440  java.util.regex.Pattern$Loop (java.base@21.0.12)
 754:            11            440  org.antlr.v4.runtime.atn.PlusLoopbackState
 755:            11            440  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key
 756:            11            440  org.springframework.util.AntPathMatcher
 757:             1            432  [[[C (java.base@21.0.12)
 758:            27            432  java.security.spec.ECFieldFp (java.base@21.0.12)
 759:            18            432  java.text.DateFormat$Field (java.base@21.0.12)
 760:            27            432  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@21.0.12)
 761:            27            432  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@21.0.12)
 762:            27            432  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@21.0.12)
 763:            18            432  java.util.regex.Pattern$Dollar (java.base@21.0.12)
 764:            27            432  jdk.proxy2.$Proxy46 (jdk.proxy2)
 765:             6            432  org.hibernate.mapping.Property
 766:            18            432  org.hibernate.query.sqm.CastType
 767:            18            432  org.hibernate.sql.model.ast.ColumnValueParameter
 768:            18            432  org.springframework.boot.origin.TextResourceOrigin
 769:            18            432  org.springframework.boot.origin.TextResourceOrigin$Location
 770:             2            416  [Lcom.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket;
 771:             1            416  [Lorg.h2.value.ValueBigint;
 772:            26            416  java.lang.ThreadLocal (java.base@21.0.12)
 773:            26            416  jdk.proxy2.$Proxy54 (jdk.proxy2)
 774:            26            416  net.bytebuddy.ClassFileVersion
 775:            13            416  org.apache.coyote.AsyncStateMachine$AsyncState
 776:            13            416  org.h2.api.IntervalQualifier
 777:            13            416  org.hibernate.LockOptions
 778:            17            408  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorDescriptor$Key
 779:            17            408  sun.nio.ch.OptionKey (java.base@21.0.12)
 780:            17            408  sun.nio.ch.SocketOptionRegistry$RegistryKey (java.base@21.0.12)
 781:             5            400  com.fasterxml.jackson.databind.MappingJsonFactory
 782:            10            400  java.text.DigitList (java.base@21.0.12)
 783:            25            400  net.bytebuddy.matcher.ElementMatcher$Junction$Conjunction
 784:            10            400  org.springframework.web.util.pattern.LiteralPathElement
 785:            10            400  sun.nio.cs.ISO_8859_1$Decoder (java.base@21.0.12)
 786:            12            392  [Ljava.security.ProtectionDomain; (java.base@21.0.12)
 787:             7            392  org.springframework.web.servlet.mvc.method.RequestMappingInfo
 788:            16            384  ch.qos.logback.core.spi.ContextAwareBase
 789:             8            384  com.fasterxml.jackson.databind.ser.BeanSerializer
 790:            16            384  java.lang.NamedPackage (java.base@21.0.12)
 791:             6            384  java.lang.invoke.BoundMethodHandle$Species_LLLLLLL (java.base@21.0.12)
 792:             8            384  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@21.0.12)
 793:            12            384  java.nio.DirectByteBuffer$Deallocator (java.base@21.0.12)
 794:            24            384  java.util.Collections$UnmodifiableCollection (java.base@21.0.12)
 795:             8            384  jdk.jfr.internal.periodic.JDKEventTask (jdk.jfr@21.0.12)
 796:            24            384  jdk.proxy2.$Proxy43 (jdk.proxy2)
 797:             8            384  jdk.xml.internal.JdkProperty$ImplPropMap (java.xml@21.0.12)
 798:            12            384  net.bytebuddy.asm.Advice
 799:            12            384  net.bytebuddy.asm.Advice$OffsetMapping$ForField$Unresolved$WithImplicitType
 800:             8            384  net.bytebuddy.implementation.bytecode.assign.primitive.PrimitiveUnboxingDelegate
 801:            24            384  net.bytebuddy.matcher.ErasureMatcher
 802:            12            384  org.apache.catalina.LifecycleState
 803:             8            384  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap
 804:            24            384  org.springframework.boot.autoconfigure.condition.OnPropertyCondition
 805:             8            384  org.springframework.util.ConcurrentLruCache
 806:            12            384  org.springframework.web.util.pattern.SeparatorPathElement
 807:            12            384  sun.reflect.generics.repository.ConstructorRepository (java.base@21.0.12)
 808:            12            384  sun.security.jca.ProviderConfig (java.base@21.0.12)
 809:            23            368  net.bytebuddy.matcher.EqualityMatcher
 810:            23            368  net.bytebuddy.utility.dispatcher.JavaDispatcher$Dispatcher$ForNonStaticMethod
 811:            23            368  org.hibernate.query.sqm.produce.function.StandardFunctionReturnTypeResolvers$3
 812:            23            368  sun.reflect.generics.tree.ArrayTypeSignature (java.base@21.0.12)
 813:             5            360  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
 814:             5            360  com.fasterxml.jackson.databind.ObjectMapper
 815:             5            360  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 816:             5            360  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 817:             5            360  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule
 818:             3            360  com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl (java.xml@21.0.12)
 819:             1            360  java.util.concurrent.ForkJoinPool (java.base@21.0.12)
 820:            15            360  org.hibernate.query.sqm.produce.function.FunctionParameterType
 821:            15            360  org.hibernate.query.sqm.produce.function.StandardArgumentsValidators$6
 822:            15            360  org.hibernate.validator.internal.engine.constraintvalidation.SimpleConstraintTree
 823:            15            360  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
 824:            15            360  org.springframework.core.NamedThreadLocal
 825:            15            360  org.springframework.core.io.DefaultResourceLoader
 826:            15            360  org.springframework.util.unit.DataSize
 827:            15            360  org.yaml.snakeyaml.nodes.Tag
 828:             9            360  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@21.0.12)
 829:             9            360  sun.util.resources.Bundles$BundleReference (java.base@21.0.12)
 830:             2            352  [Lcom.fasterxml.jackson.databind.MapperFeature;
 831:            13            352  [[Ljava.lang.annotation.Annotation; (java.base@21.0.12)
 832:            11            352  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@21.0.12)
 833:            22            352  net.bytebuddy.matcher.CollectionSizeMatcher
 834:            22            352  net.bytebuddy.matcher.MethodParametersMatcher
 835:            22            352  org.springframework.core.log.CompositeLog
 836:             7            336  [Ljdk.xml.internal.JdkProperty$State; (java.xml@21.0.12)
 837:             5            336  [Lsun.invoke.util.Wrapper; (java.base@21.0.12)
 838:             6            336  java.nio.DirectLongBufferU (java.base@21.0.12)
 839:             7            336  jdk.jfr.internal.Utils$ThrottleUnit (jdk.jfr@21.0.12)
 840:             7            336  net.bytebuddy.asm.Advice$Dispatcher$Inlining$Resolved$ForMethodEnter$WithDiscardedEnterType
 841:            14            336  net.bytebuddy.description.type.TypeList$Generic$Explicit
 842:            21            336  net.bytebuddy.matcher.DeclaringTypeMatcher
 843:            21            336  org.hibernate.query.sqm.produce.function.StandardArgumentsValidators$8
 844:            14            336  org.springframework.boot.loader.jar.MetaInfVersionsInfo
 845:            14            336  org.springframework.boot.origin.PropertySourceOrigin
 846:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b001398f08
 847:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b001399130
 848:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b001399358
 849:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b001399580
 850:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b0013997a8
 851:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b0013999d0
 852:            21            336  org.springframework.data.util.TypeDiscoverer$$Lambda/0x000000b001399bf8
 853:             5            320  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 854:             4            320  java.util.concurrent.ThreadPoolExecutor (java.base@21.0.12)
 855:             8            320  jdk.internal.vm.SharedThreadContainer (java.base@21.0.12)
 856:            20            320  jdk.proxy2.$Proxy60 (jdk.proxy2)
 857:             8            320  net.bytebuddy.implementation.bytecode.assign.primitive.PrimitiveBoxingDelegate
 858:            10            320  org.hibernate.metamodel.CollectionClassification
 859:             8            320  org.springframework.boot.context.properties.bind.Bindable
 860:             6            312  [Lcom.fasterxml.jackson.databind.cfg.CoercionAction;
 861:             2            312  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@21.0.12)
 862:            14            312  [Lnet.bytebuddy.description.type.TypeDefinition;
 863:            13            312  com.fasterxml.jackson.databind.type.LogicalType
 864:            13            312  net.bytebuddy.description.annotation.AnnotationList$ForLoadedAnnotations
 865:            19            304  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@21.0.12)
 866:            19            304  jdk.proxy2.$Proxy147 (jdk.proxy2)
 867:             2            304  org.h2.mvstore.db.MVTable
 868:            19            304  org.springframework.util.LinkedMultiValueMap
 869:             1            296  org.h2.engine.Database
 870:             2            288  [Lcom.fasterxml.jackson.databind.DeserializationFeature;
 871:             1            288  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@21.0.12)
 872:             2            288  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@21.0.12)
 873:             9            288  com.fasterxml.classmate.types.ResolvedPrimitiveType
 874:            12            288  com.fasterxml.jackson.annotation.JsonFormat$Shape
 875:             9            288  com.fasterxml.jackson.databind.introspect.AnnotatedConstructor
 876:             4            288  com.fasterxml.jackson.databind.ser.std.MapSerializer
 877:            12            288  java.lang.annotation.ElementType (java.base@21.0.12)
 878:            12            288  java.lang.module.ModuleDescriptor$Opens (java.base@21.0.12)
 879:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@21.0.12)
 880:            12            288  java.time.Month (java.base@21.0.12)
 881:             9            288  java.util.Hashtable$Entry (java.base@21.0.12)
 882:            18            288  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21.0.12)
 883:             9            288  java.util.logging.Level (java.logging@21.0.12)
 884:             9            288  java.util.logging.Level$KnownLevel (java.logging@21.0.12)
 885:             6            288  java.util.stream.StreamOpFlag (java.base@21.0.12)
 886:             9            288  jdk.internal.loader.NativeLibraries (java.base@21.0.12)
 887:             9            288  jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl (java.base@21.0.12)
 888:            18            288  jdk.proxy2.$Proxy152 (jdk.proxy2)
 889:             9            288  net.bytebuddy.implementation.bytecode.constant.ClassConstant
 890:             9            288  net.bytebuddy.jar.asm.Type
 891:            18            288  net.bytebuddy.matcher.ModifierMatcher
 892:            12            288  org.h2.expression.analysis.WindowFunctionType
 893:             9            288  org.hibernate.spi.NavigablePath
 894:             9            288  org.hibernate.sql.results.internal.StandardRowReader$ComponentType
 895:             4            288  org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl
 896:            12            288  org.springframework.boot.autoconfigure.condition.OnWebApplicationCondition
 897:            12            288  org.springframework.context.support.MessageSourceAccessor
 898:             6            288  org.springframework.data.mapping.model.Property
 899:            18            288  org.springframework.format.datetime.standard.TemporalAccessorPrinter
 900:            12            288  org.springframework.orm.jpa.vendor.Database
 901:            12            288  sun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget (java.base@21.0.12)
 902:            12            288  sun.reflect.generics.scope.ConstructorScope (java.base@21.0.12)
 903:            12            288  sun.security.util.LazyCodeSourcePermissionCollection (java.base@21.0.12)
 904:             9            288  sun.util.logging.PlatformLogger$Level (java.base@21.0.12)
 905:             9            288  sun.util.resources.Bundles$CacheKey (java.base@21.0.12)
 906:             2            280  [Ljava.net.URL; (java.base@21.0.12)
 907:             7            280  com.fasterxml.jackson.core.json.JsonWriteFeature
 908:             5            280  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
 909:             7            280  java.lang.invoke.BoundMethodHandle$Species_I (java.base@21.0.12)
 910:             7            280  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@21.0.12)
 911:             7            280  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@21.0.12)
 912:             7            280  net.bytebuddy.implementation.bytecode.member.MethodInvocation
 913:             7            280  org.hibernate.metamodel.model.domain.internal.BasicSqmPathSource
 914:             7            280  org.hibernate.sql.results.internal.SqlSelectionImpl
 915:             1            280  org.springframework.beans.factory.support.DefaultListableBeanFactory
 916:             8            272  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@21.0.12)
 917:            17            272  java.util.regex.Pattern$Begin (java.base@21.0.12)
 918:             1            272  org.hibernate.internal.FastSessionServices
 919:            11            264  [Lcom.fasterxml.jackson.databind.ser.Serializers;
 920:             9            264  [Lorg.hibernate.metamodel.mapping.MappingModelExpressible;
 921:            10            264  [Lorg.hibernate.query.sqm.produce.function.FunctionArgumentTypeResolver;
 922:            11            264  com.fasterxml.jackson.annotation.JsonFormat$Feature
